Index,Name,Description,Brand,Category,Subcategory,Price,Currency,Discount_Pct,Final_Price,Tax_Rate,Stock,EAN,SKU,Internal_ID,Color,Size,Material,Weight_kg,Length_cm,Width_cm,Height_cm,Rating,Review_Count,Availability,Supplier,Country_of_Origin,Warranty_Months,Tags,Image_URL,Created_At,Updated_At
5048,Decathlon Shorts Pink XS,Guy trial character hot nothing hundred house respond less.,Decathlon,Clothing,Shorts,632.4,INR,15,537.54,12,3576,8993809267724,DEC-CLO-005048,PROD-7A0CD8AB,Pink,XS,Cotton,5.59,139.2,71.5,6.3,2.9,21484,Pre-Order,"Wiggins, Hill and Miller",China,24,Clothing|Shorts|Decathlon|Pink|Cotton,https://cdn.example.com/products/prod-7a0cd8ab.jpg,2023-10-20 23:19:44,2024-01-10 23:19:44
5049,Decathlon Covers Rose Gold 10,Hear enough the tell station share theory.,Decathlon,Automotive,Covers,34491.91,INR,40,20695.15,28,3424,8238607123965,DEC-AUT-005049,PROD-BB56AEAF,Rose Gold,10,Stainless Steel,28.08,77.6,73.7,67.6,1.4,23918,Limited Stock,"Palmer, Harris and Howard",India,6,Automotive|Covers|Decathlon|Rose Gold|Stainless Steel,https://cdn.example.com/products/prod-bb56aeaf.jpg,2024-12-20 14:24:47,2025-05-07 14:24:47
5050,Samsung Outdoor Toys Pink 11,Book them way community analysis remember buy him grow ground us various would run human prepare short maintain night.,Samsung,Toys & Games,Outdoor Toys,4266.86,INR,30,2986.8,18,2799,9578706791733,SAM-TOY-005050,PROD-648D2A5E,Pink,11,Wood,25.26,88.9,97.6,25.0,3.8,24718,Limited Stock,"Wood, Martin and Moore",Taiwan,36,Toys & Games|Outdoor Toys|Samsung|Pink|Wood,https://cdn.example.com/products/prod-648d2a5e.jpg,2024-08-05 12:02:56,2025-02-13 12:02:56
5051,HP Sling Bags White 36,Either institution much sense claim later action name lawyer.,HP,Bags & Luggage,Sling Bags,5957.63,INR,50,2978.82,18,1267,0889615889336,HP-BAG-005051,PROD-9010E8EE,White,36,Linen,28.41,39.1,3.9,35.2,4.5,23514,Out of Stock,"Williams, Brooks and Arnold",Japan,0,Bags & Luggage|Sling Bags|HP|White|Linen,https://cdn.example.com/products/prod-9010e8ee.jpg,2024-07-28 21:06:02,2025-06-14 21:06:02
5052,HP Ayurvedic Green 6,Possible vote group protect only conference past early where education get range bit teach.,HP,Beauty & Health,Ayurvedic,58616.15,INR,25,43962.11,0,546,3180531741768,HP-BEA-005052,PROD-AE956B4D,Green,6,Aluminium,15.29,28.5,9.2,29.2,4.7,14522,Limited Stock,"Arroyo, Pennington and Bell",China,36,Beauty & Health|Ayurvedic|HP|Green|Aluminium,https://cdn.example.com/products/prod-ae956b4d.jpg,2024-12-26 01:50:12,2025-11-30 01:50:12
5053,Nikon Cleaning Orange 9,Husband knowledge past theory military suffer decision space anyone hotel feeling church really environmental where team.,Nikon,Home & Kitchen,Cleaning,99301.39,INR,50,49650.69,12,4721,9878411962931,NIK-HOM-005053,PROD-3BCB99ED,Orange,9,Cotton,24.64,58.1,112.6,25.7,2.1,4704,Pre-Order,"West, Myers and Combs",Bangladesh,12,Home & Kitchen|Cleaning|Nikon|Orange|Cotton,https://cdn.example.com/products/prod-3bcb99ed.jpg,2023-02-20 14:12:14,2023-12-08 14:12:14
5054,Bata Sling Bags Blue 9,Training according least meeting before thank international view child understand TV actually.,Bata,Bags & Luggage,Sling Bags,28984.47,INR,15,24636.8,12,1212,5499837711121,BAT-BAG-005054,PROD-1B3485E3,Blue,9,Plastic,28.13,149.9,32.6,26.6,2.0,5678,Out of Stock,"Barber, Hooper and Ayala",Germany,36,Bags & Luggage|Sling Bags|Bata|Blue|Plastic,https://cdn.example.com/products/prod-1b3485e3.jpg,2024-11-19 02:23:40,2025-04-06 02:23:40
5055,Sony Travel Pouches Orange XL,Along exist front would day dog summer performance lose.,Sony,Bags & Luggage,Travel Pouches,583.79,EUR,15,496.22,0,2751,9940205549335,SON-BAG-005055,PROD-7C9993DD,Orange,XL,Stainless Steel,8.26,49.7,95.9,42.5,4.4,8887,Discontinued,Griffith-Lewis,Germany,6,Bags & Luggage|Travel Pouches|Sony|Orange|Stainless Steel,https://cdn.example.com/products/prod-7c9993dd.jpg,2022-05-13 14:20:25,2022-12-27 14:20:25
5056,Crompton Monitors Purple 8,Father community really evidence discussion color until side whether she current.,Crompton,Electronics,Monitors,9317.1,INR,20,7453.68,12,1294,7122107886851,CRO-ELE-005056,PROD-81B38C3B,Purple,8,Glass,19.64,135.6,79.2,67.0,2.8,20882,In Stock,"Lamb, Moore and Hodges",Germany,36,Electronics|Monitors|Crompton|Purple|Glass,https://cdn.example.com/products/prod-81b38c3b.jpg,2022-08-31 18:40:00,2023-01-25 18:40:00
5057,Wildcraft Video Games Olive 10,Recognize its among agree former forget here.,Wildcraft,Toys & Games,Video Games,40230.94,INR,0,40230.94,28,2551,2938776998772,WIL-TOY-005057,PROD-7BE463C5,Olive,10,Linen,13.45,70.3,143.0,58.1,2.1,17326,Limited Stock,Jefferson-Thompson,USA,24,Toys & Games|Video Games|Wildcraft|Olive|Linen,https://cdn.example.com/products/prod-7be463c5.jpg,2023-02-15 12:59:30,2023-09-12 12:59:30
5058,Fastrack Loafers Green XS,World city question bed future reveal friend painting range character whose health then.,Fastrack,Footwear,Loafers,98842.91,INR,40,59305.75,18,4659,7930321435621,FAS-FOO-005058,PROD-130A04F2,Green,XS,Polyester,8.1,88.3,14.6,31.1,4.2,5451,In Stock,Hernandez Inc,China,18,Footwear|Loafers|Fastrack|Green|Polyester,https://cdn.example.com/products/prod-130a04f2.jpg,2023-12-21 04:34:39,2024-10-10 04:34:39
5059,LG Baby Care Olive One Size,Sea democratic over seek eye voice oil make choice do floor between allow surface.,LG,Beauty & Health,Baby Care,1542.09,INR,30,1079.46,12,4302,6468281820825,LG-BEA-005059,PROD-B7F9EED0,Olive,One Size,Aluminium,6.01,136.9,126.7,83.1,2.3,20775,Limited Stock,"Curtis, Morgan and Smith",Taiwan,18,Beauty & Health|Baby Care|LG|Olive|Aluminium,https://cdn.example.com/products/prod-b7f9eed0.jpg,2023-01-12 21:23:04,2023-07-06 21:23:04
5060,Nike Speakers Rose Gold 42,Toward notice actually everybody capital drive voice significant technology opportunity position must box themselves wall various machine.,Nike,Electronics,Speakers,9008.16,INR,15,7656.94,18,3306,7592663318729,NIK-ELE-005060,PROD-1D4FAC88,Rose Gold,42,Rubber,13.82,59.3,127.9,58.3,3.1,239,In Stock,Rasmussen-Stevens,Italy,6,Electronics|Speakers|Nike|Rose Gold|Rubber,https://cdn.example.com/products/prod-1d4fac88.jpg,2023-06-24 12:54:46,2023-07-03 12:54:46
5061,Wildcraft Laptop Bags Maroon 8,Process week employee center save social energy what dog ago including across outside tough majority party.,Wildcraft,Bags & Luggage,Laptop Bags,89025.71,INR,5,84574.42,18,1421,1370071677173,WIL-BAG-005061,PROD-6FC9FEC1,Maroon,8,Glass,6.71,7.7,41.1,82.9,2.7,20074,Limited Stock,Pena-Clayton,Taiwan,0,Bags & Luggage|Laptop Bags|Wildcraft|Maroon|Glass,https://cdn.example.com/products/prod-6fc9fec1.jpg,2022-08-24 02:17:43,2023-02-03 02:17:43
5062,VIP Bike Accessories Silver 36,Mean newspaper also open word able.,VIP,Automotive,Bike Accessories,16059.1,INR,50,8029.55,18,3439,3285620921431,VIP-AUT-005062,PROD-FBAD2F8C,Silver,36,Cotton,11.84,191.9,64.2,2.7,1.8,17477,Pre-Order,"Davis, Combs and Wilson",Bangladesh,36,Automotive|Bike Accessories|VIP|Silver|Cotton,https://cdn.example.com/products/prod-fbad2f8c.jpg,2023-05-08 18:40:53,2024-03-18 18:40:53
5063,Bosch Handbags Gold 6,Nice certainly future me wrong home attorney second ball same executive may.,Bosch,Bags & Luggage,Handbags,89815.92,INR,30,62871.14,5,3729,3514011246830,BOS-BAG-005063,PROD-06003EDC,Gold,6,Denim,25.49,101.9,111.1,87.5,2.4,9018,Out of Stock,"Lee, Miller and Mitchell",China,12,Bags & Luggage|Handbags|Bosch|Gold|Denim,https://cdn.example.com/products/prod-06003edc.jpg,2023-02-12 15:12:45,2023-03-22 15:12:45
5064,Bata Ethnic Wear Navy L,Until likely produce team else place effect.,Bata,Clothing,Ethnic Wear,76486.01,INR,30,53540.21,28,1203,9986066348434,BAT-CLO-005064,PROD-C64D3968,Navy,L,Metal,16.56,124.6,124.6,76.1,2.0,12584,Discontinued,"Tate, Smith and Frank",Italy,0,Clothing|Ethnic Wear|Bata|Navy|Metal,https://cdn.example.com/products/prod-c64d3968.jpg,2024-02-13 11:21:24,2024-11-18 11:21:24
5065,Bata Tablets Blue 42,Five benefit population ten approach personal phone writer particular many degree certainly black course arm determine approach may.,Bata,Electronics,Tablets,51621.03,USD,20,41296.82,28,2011,1044637291379,BAT-ELE-005065,PROD-1FFDD428,Blue,42,Aluminium,2.15,147.8,63.2,30.6,2.5,24945,Discontinued,"Harper, Reeves and Crawford",South Korea,6,Electronics|Tablets|Bata|Blue|Aluminium,https://cdn.example.com/products/prod-1ffdd428.jpg,2022-03-01 05:41:28,2022-04-16 05:41:28
5066,Nike Speakers Cyan XL,Each cut bag knowledge thank prepare political pretty.,Nike,Electronics,Speakers,572.5,INR,15,486.62,5,3019,6431917538579,NIK-ELE-005066,PROD-482D128E,Cyan,XL,Cotton,5.21,5.1,85.4,84.4,1.3,2356,In Stock,"Miller, Duncan and Sandoval",Italy,24,Electronics|Speakers|Nike|Cyan|Cotton,https://cdn.example.com/products/prod-482d128e.jpg,2022-11-27 20:34:22,2023-11-02 20:34:22
5067,Bata Laptop Bags Brown 32,World media away speak way already matter more nor determine factor others book wear rate.,Bata,Bags & Luggage,Laptop Bags,32633.88,INR,10,29370.49,0,496,2077776374343,BAT-BAG-005067,PROD-9F12F8DB,Brown,32,Ceramic,2.91,122.1,100.4,4.7,3.4,2185,In Stock,Matthews Inc,South Korea,6,Bags & Luggage|Laptop Bags|Bata|Brown|Ceramic,https://cdn.example.com/products/prod-9f12f8db.jpg,2022-12-31 02:34:47,2023-10-05 02:34:47
5068,Bosch Handbags Grey XXL,Will series challenge pass major turn that front ten brother here account land information together he idea stage school.,Bosch,Bags & Luggage,Handbags,8616.28,INR,20,6893.02,12,3717,1977475751654,BOS-BAG-005068,PROD-1A703F6E,Grey,XXL,Nylon,15.58,170.8,35.9,21.1,2.4,2151,In Stock,Perry-Newton,Taiwan,36,Bags & Luggage|Handbags|Bosch|Grey|Nylon,https://cdn.example.com/products/prod-1a703f6e.jpg,2023-02-16 19:45:49,2023-03-15 19:45:49
5069,Lacoste Cookware Blue 36,Bit especially late make through office cold yourself heavy reduce.,Lacoste,Home & Kitchen,Cookware,93749.57,INR,50,46874.79,12,2613,1012852440292,LAC-HOM-005069,PROD-A4638122,Blue,36,Ceramic,3.28,67.0,69.2,40.8,3.8,21228,Discontinued,Fischer LLC,India,12,Home & Kitchen|Cookware|Lacoste|Blue|Ceramic,https://cdn.example.com/products/prod-a4638122.jpg,2024-06-19 06:42:18,2024-07-29 06:42:18
5070,Dell Tote Bags Pink XL,Customer at mother by stuff weight fly bill rest identify.,Dell,Bags & Luggage,Tote Bags,6443.83,EUR,10,5799.45,18,3631,7517555421165,DEL-BAG-005070,PROD-020C6F86,Pink,XL,Plastic,20.02,15.7,97.7,43.2,2.1,9091,Pre-Order,Atkinson-Carlson,Bangladesh,24,Bags & Luggage|Tote Bags|Dell|Pink|Plastic,https://cdn.example.com/products/prod-020c6f86.jpg,2023-09-16 05:06:48,2024-04-17 05:06:48
5071,Lenovo Cleaning Pink 7,Join garden human southern end top recently model seem number security order reach.,Lenovo,Home & Kitchen,Cleaning,9777.47,USD,0,9777.47,12,721,9198363040410,LEN-HOM-005071,PROD-DF57CAFC,Pink,7,Ceramic,12.77,27.2,70.2,73.1,1.5,11253,Limited Stock,Henderson-Schmidt,China,36,Home & Kitchen|Cleaning|Lenovo|Pink|Ceramic,https://cdn.example.com/products/prod-df57cafc.jpg,2024-07-08 18:44:38,2024-12-18 18:44:38
5072,Prestige Fiction Rose Gold 34,Rock act into somebody per sure once talk old.,Prestige,Books & Stationery,Fiction,74617.15,INR,0,74617.15,28,971,6271768882601,PRE-BOO-005072,PROD-60AFDF69,Rose Gold,34,Leather,15.28,13.7,149.1,19.2,4.4,13638,Limited Stock,"Johnson, Bernard and Diaz",Taiwan,36,Books & Stationery|Fiction|Prestige|Rose Gold|Leather,https://cdn.example.com/products/prod-60afdf69.jpg,2023-05-09 11:36:24,2023-11-29 11:36:24
5073,Whirlpool Covers Grey One Size,Produce another institution must line just character national thus director just enough stand property himself.,Whirlpool,Automotive,Covers,11990.19,USD,0,11990.19,12,833,1454132419855,WHI-AUT-005073,PROD-72D2B7AE,Grey,One Size,Silk,17.16,183.2,63.4,92.5,2.0,22957,Out of Stock,Chang Ltd,Bangladesh,0,Automotive|Covers|Whirlpool|Grey|Silk,https://cdn.example.com/products/prod-72d2b7ae.jpg,2023-01-21 10:56:19,2024-01-13 10:56:19
5074,LG Tablets Teal 32,Establish idea body deal top establish movement population meet look.,LG,Electronics,Tablets,16871.0,EUR,30,11809.7,5,1813,5210281587793,LG-ELE-005074,PROD-5F81FB9E,Teal,32,Linen,27.65,66.8,33.0,85.3,1.3,24609,Limited Stock,Santos LLC,India,36,Electronics|Tablets|LG|Teal|Linen,https://cdn.example.com/products/prod-5f81fb9e.jpg,2022-06-09 20:14:28,2022-12-31 20:14:28
5075,Bosch Sandals Cyan L,Another mind force respond fast worry success radio develop wife we medical center voice national decide surface.,Bosch,Footwear,Sandals,79930.86,INR,15,67941.23,28,580,0684512677778,BOS-FOO-005075,PROD-403F1128,Cyan,L,Ceramic,1.07,188.1,41.4,61.4,1.1,17451,Out of Stock,Nichols PLC,Italy,36,Footwear|Sandals|Bosch|Cyan|Ceramic,https://cdn.example.com/products/prod-403f1128.jpg,2022-07-05 08:41:19,2023-04-26 08:41:19
5076,Wildcraft TVs Silver M,Person lot prove assume scene open majority pressure go also reason several.,Wildcraft,Electronics,TVs,32450.29,EUR,0,32450.29,0,1363,0376532851671,WIL-ELE-005076,PROD-118CC1C2,Silver,M,Linen,23.72,39.3,10.0,3.5,2.6,20885,Discontinued,Brooks-Barton,USA,12,Electronics|TVs|Wildcraft|Silver|Linen,https://cdn.example.com/products/prod-118cc1c2.jpg,2024-04-14 12:49:58,2024-10-10 12:49:58
5077,Bajaj Helmets Black 42,Thing clear fund green short yard.,Bajaj,Automotive,Helmets,1403.25,INR,0,1403.25,28,2442,8604598274342,BAJ-AUT-005077,PROD-A704FE91,Black,42,Ceramic,6.62,125.5,36.3,52.8,4.3,709,In Stock,Carpenter LLC,USA,12,Automotive|Helmets|Bajaj|Black|Ceramic,https://cdn.example.com/products/prod-a704fe91.jpg,2022-04-22 01:38:00,2023-02-22 01:38:00
5078,Panasonic Cycles Maroon 8,White true about note city tree perform another air from between federal play few live bar available.,Panasonic,Sports & Fitness,Cycles,99069.2,INR,0,99069.2,0,3568,3003085724028,PAN-SPO-005078,PROD-1541C057,Maroon,8,Glass,21.43,149.3,46.8,67.8,2.4,15226,Discontinued,Moore-Barber,Bangladesh,24,Sports & Fitness|Cycles|Panasonic|Maroon|Glass,https://cdn.example.com/products/prod-1541c057.jpg,2022-06-13 15:25:39,2022-11-13 15:25:39
5079,VIP Formal Shirts Gold 8,Area debate hour huge suddenly paper never wrong reach resource.,VIP,Clothing,Formal Shirts,4909.48,INR,50,2454.74,28,3366,8210815679205,VIP-CLO-005079,PROD-821694DF,Gold,8,Aluminium,13.29,176.6,26.3,2.0,1.9,22792,In Stock,Gibson and Sons,Germany,36,Clothing|Formal Shirts|VIP|Gold|Aluminium,https://cdn.example.com/products/prod-821694df.jpg,2023-12-25 14:38:39,2024-04-07 14:38:39
5080,Sony Jackets Rose Gold XL,Word short thing alone understand program determine father amount blue maybe determine threat apply heavy drive along.,Sony,Clothing,Jackets,3302.53,INR,60,1321.01,12,860,2147430974186,SON-CLO-005080,PROD-AD100572,Rose Gold,XL,Linen,23.65,80.2,48.1,24.2,4.9,10687,Pre-Order,"Obrien, Curtis and Collier",Germany,36,Clothing|Jackets|Sony|Rose Gold|Linen,https://cdn.example.com/products/prod-ad100572.jpg,2024-07-09 18:20:37,2024-08-12 18:20:37
5081,Puma Flip Flops Red 7,Politics never condition market serious score rather piece center moment indicate serve hard role president.,Puma,Footwear,Flip Flops,34404.63,INR,25,25803.47,5,3897,8216289277312,PUM-FOO-005081,PROD-87C1D19B,Red,7,Wood,1.63,126.8,140.4,20.3,2.2,9763,Out of Stock,Wilson Ltd,South Korea,0,Footwear|Flip Flops|Puma|Red|Wood,https://cdn.example.com/products/prod-87c1d19b.jpg,2023-03-25 10:21:17,2023-09-13 10:21:17
5082,LG Activewear Cyan 34,Home exist how know stand according support few floor late artist hour floor man create form matter.,LG,Clothing,Activewear,17417.53,INR,15,14804.9,0,4095,6668426432146,LG-CLO-005082,PROD-098DBE32,Cyan,34,Aluminium,24.92,29.2,112.6,16.3,2.6,10647,Limited Stock,"Walker, Rodriguez and Sanchez",China,18,Clothing|Activewear|LG|Cyan|Aluminium,https://cdn.example.com/products/prod-098dbe32.jpg,2023-07-04 04:38:25,2023-11-03 04:38:25
5083,VIP Coats Olive 8,Positive member item first cause court peace medical great.,VIP,Clothing,Coats,33993.06,INR,70,10197.92,12,472,4196618981353,VIP-CLO-005083,PROD-62DF4DF2,Olive,8,Denim,10.79,117.7,98.2,5.6,2.0,6157,In Stock,Abbott PLC,India,12,Clothing|Coats|VIP|Olive|Denim,https://cdn.example.com/products/prod-62df4df2.jpg,2024-03-07 12:30:39,2025-02-17 12:30:39
5084,Whirlpool Backpacks Grey 40,Model along thank say pattern level ask allow skin form and charge body.,Whirlpool,Bags & Luggage,Backpacks,87618.69,INR,0,87618.69,12,757,0694988293969,WHI-BAG-005084,PROD-474B33DD,Grey,40,Nylon,28.9,146.2,58.9,44.3,2.5,6962,In Stock,Mack-Scott,South Korea,24,Bags & Luggage|Backpacks|Whirlpool|Grey|Nylon,https://cdn.example.com/products/prod-474b33dd.jpg,2023-07-16 04:21:53,2024-02-22 04:21:53
5085,Asus Lighting White 30,Always store magazine police question only commercial return organization part.,Asus,Home & Kitchen,Lighting,72872.18,INR,0,72872.18,28,3500,3412994200170,ASU-HOM-005085,PROD-F38D6508,White,30,Nylon,14.86,105.3,88.2,50.7,1.8,24114,In Stock,Barnett-Williams,Italy,6,Home & Kitchen|Lighting|Asus|White|Nylon,https://cdn.example.com/products/prod-f38d6508.jpg,2023-06-09 00:58:40,2024-05-17 00:58:40
5086,Lenovo Jackets Green 40,Level long find about win way director bar theory senior rest.,Lenovo,Clothing,Jackets,5521.57,INR,5,5245.49,18,3028,5180951661606,LEN-CLO-005086,PROD-F18040AD,Green,40,Glass,18.48,128.2,31.9,71.9,4.7,5253,Out of Stock,"Ramirez, Ellison and Walker",Italy,18,Clothing|Jackets|Lenovo|Green|Glass,https://cdn.example.com/products/prod-f18040ad.jpg,2022-01-09 20:12:10,2022-03-10 20:12:10
5087,Fossil Car Accessories Cyan XXL,Difference head ask college war court account policy medical life inside third while specific.,Fossil,Automotive,Car Accessories,87824.51,INR,0,87824.51,28,2819,5872460869023,FOS-AUT-005087,PROD-4637DED2,Cyan,XXL,Glass,27.7,150.4,50.8,82.1,4.0,8988,Discontinued,Marshall-Griffin,Italy,18,Automotive|Car Accessories|Fossil|Cyan|Glass,https://cdn.example.com/products/prod-4637ded2.jpg,2023-09-07 22:44:36,2024-08-10 22:44:36
5088,Adidas Tote Bags Green 38,Brother film place safe force enter likely however prepare matter model high interview resource across.,Adidas,Bags & Luggage,Tote Bags,91770.86,INR,25,68828.15,18,3975,3759631423463,ADI-BAG-005088,PROD-74A75826,Green,38,Nylon,4.09,102.9,62.3,10.3,1.2,19504,Discontinued,Duke Group,South Korea,0,Bags & Luggage|Tote Bags|Adidas|Green|Nylon,https://cdn.example.com/products/prod-74a75826.jpg,2023-04-16 20:52:11,2023-08-24 20:52:11
5089,Sony Bath Gold XS,Federal day their produce occur material as deep house receive college coach could business.,Sony,Home & Kitchen,Bath,94645.23,INR,0,94645.23,12,714,5780396027205,SON-HOM-005089,PROD-903FAA1C,Gold,XS,Nylon,7.99,141.6,122.1,3.3,3.0,13461,Limited Stock,Martinez Ltd,USA,6,Home & Kitchen|Bath|Sony|Gold|Nylon,https://cdn.example.com/products/prod-903faa1c.jpg,2022-11-16 20:04:27,2022-12-21 20:04:27
5090,Under Armour Flip Flops Green 42,Debate despite Mr air onto current toward stage hard contain future.,Under Armour,Footwear,Flip Flops,6822.44,INR,10,6140.2,5,4389,6398192736260,UND-FOO-005090,PROD-C4C03941,Green,42,Rubber,5.28,195.7,61.4,66.4,3.0,14811,Limited Stock,"Dunlap, Rodriguez and George",Bangladesh,36,Footwear|Flip Flops|Under Armour|Green|Rubber,https://cdn.example.com/products/prod-c4c03941.jpg,2022-04-11 09:25:16,2023-03-26 09:25:16
5091,Dell Laptops Orange 36,Various never history be wonder hair plant firm school clearly up across do car design environmental job special.,Dell,Electronics,Laptops,12226.38,INR,0,12226.38,5,1976,1751960699924,DEL-ELE-005091,PROD-9155705A,Orange,36,Polyester,13.16,138.3,130.6,60.5,3.7,22516,Limited Stock,Campbell LLC,Italy,0,Electronics|Laptops|Dell|Orange|Polyester,https://cdn.example.com/products/prod-9155705a.jpg,2022-11-19 00:26:35,2023-11-03 00:26:35
5092,Levi's Headphones Green 30,Appear fall agency continue foreign across whom push former decide measure help mother model not interview movie democratic catch.,Levi's,Electronics,Headphones,30459.09,INR,20,24367.27,18,3695,9643119106037,LEV-ELE-005092,PROD-6AAB8208,Green,30,Silk,19.23,2.6,52.2,45.0,2.3,17904,Out of Stock,Santos-Brown,Germany,18,Electronics|Headphones|Levi's|Green|Silk,https://cdn.example.com/products/prod-6aab8208.jpg,2024-04-16 05:59:24,2024-08-19 05:59:24
5093,Titan TVs Grey 34,Energy produce where visit score wind blue family inside of arm keep usually which story rich a whether lose.,Titan,Electronics,TVs,43693.24,INR,50,21846.62,0,3825,8582639363272,TIT-ELE-005093,PROD-6CA617B0,Grey,34,Nylon,14.22,62.4,58.4,62.2,2.9,9344,In Stock,Brown-Lawrence,USA,24,Electronics|TVs|Titan|Grey|Nylon,https://cdn.example.com/products/prod-6ca617b0.jpg,2024-12-30 05:33:32,2025-10-03 05:33:32
5094,Bajaj Coats Beige S,International around now history pretty necessary.,Bajaj,Clothing,Coats,66515.11,INR,60,26606.04,12,1929,5219216647588,BAJ-CLO-005094,PROD-EA67BA80,Beige,S,Plastic,2.72,94.6,16.0,68.9,4.7,6910,In Stock,Ortiz and Sons,Italy,0,Clothing|Coats|Bajaj|Beige|Plastic,https://cdn.example.com/products/prod-ea67ba80.jpg,2022-07-15 09:53:21,2022-08-04 09:53:21
5095,Puma Decor Gold 32,Say maintain significant member might art allow message improve amount feeling support meet possible mother mind still.,Puma,Home & Kitchen,Decor,59170.45,INR,0,59170.45,5,2016,6614035327823,PUM-HOM-005095,PROD-80EEFC16,Gold,32,Silk,12.7,11.0,85.8,87.2,2.1,7732,Limited Stock,"Torres, Cochran and Lewis",Italy,12,Home & Kitchen|Decor|Puma|Gold|Silk,https://cdn.example.com/products/prod-80eefc16.jpg,2022-03-13 22:36:42,2022-12-29 22:36:42
5096,Dell Chargers White 11,Bad expect mention campaign must ability bring game pay father past piece build above cold standard reality perhaps man shake.,Dell,Automotive,Chargers,83304.92,INR,25,62478.69,0,3014,0611680284965,DEL-AUT-005096,PROD-362B726F,White,11,Silk,15.03,153.6,55.7,27.2,4.9,7684,Discontinued,"Roy, Anderson and Perry",Taiwan,24,Automotive|Chargers|Dell|White|Silk,https://cdn.example.com/products/prod-362b726f.jpg,2022-09-26 08:10:48,2023-03-22 08:10:48
5097,Asus Remote Control Blue L,Person structure response effort particular everything lot create protect young politics her need.,Asus,Toys & Games,Remote Control,16585.68,INR,60,6634.27,5,4588,5892454531064,ASU-TOY-005097,PROD-F2D72E4E,Blue,L,Glass,3.63,171.1,21.7,15.1,1.2,19036,Out of Stock,"Smith, Washington and Johnson",India,18,Toys & Games|Remote Control|Asus|Blue|Glass,https://cdn.example.com/products/prod-f2d72e4e.jpg,2023-11-08 03:50:01,2024-09-10 03:50:01
5098,Fastrack Flip Flops Red 8,Military onto instead go remember several international memory real him office idea available share amount bed general box south if position with.,Fastrack,Footwear,Flip Flops,60409.06,INR,15,51347.7,12,585,3388361066550,FAS-FOO-005098,PROD-F08C674A,Red,8,Glass,1.54,62.9,143.9,38.3,4.7,10440,Discontinued,Chapman-Johnson,Taiwan,24,Footwear|Flip Flops|Fastrack|Red|Glass,https://cdn.example.com/products/prod-f08c674a.jpg,2023-04-04 12:13:47,2023-05-21 12:13:47
5099,Calvin Klein Moccasins Gold 38,Wonder executive this actually travel add American despite before stop general activity detail.,Calvin Klein,Footwear,Moccasins,94500.3,INR,20,75600.24,0,2029,3603692810826,CAL-FOO-005099,PROD-AA1FBAFD,Gold,38,Linen,18.48,27.2,132.9,77.9,3.2,5601,Out of Stock,"Hoover, Jones and Jenkins",China,24,Footwear|Moccasins|Calvin Klein|Gold|Linen,https://cdn.example.com/products/prod-aa1fbafd.jpg,2024-01-07 05:03:01,2024-09-14 05:03:01
5100,Under Armour Oral Care Rose Gold L,Human officer candidate beat alone clearly test offer upon job.,Under Armour,Beauty & Health,Oral Care,28492.3,USD,0,28492.3,12,721,2796031517225,UND-BEA-005100,PROD-504E6217,Rose Gold,L,Metal,19.43,141.1,75.6,75.9,3.0,10121,Discontinued,Gutierrez-Hughes,Taiwan,12,Beauty & Health|Oral Care|Under Armour|Rose Gold|Metal,https://cdn.example.com/products/prod-504e6217.jpg,2023-09-11 20:30:00,2024-01-05 20:30:00
5101,Under Armour Office Supplies Teal 11,Interest perform speak a impact happen low capital some heavy let minute win employee out gun term especially play above family.,Under Armour,Books & Stationery,Office Supplies,18633.84,INR,50,9316.92,12,3814,2266513448168,UND-BOO-005101,PROD-DF59A360,Teal,11,Leather,27.02,170.4,64.9,80.0,4.4,19058,Out of Stock,"Garcia, Griffin and Flynn",Bangladesh,36,Books & Stationery|Office Supplies|Under Armour|Teal|Leather,https://cdn.example.com/products/prod-df59a360.jpg,2022-08-26 03:54:33,2022-09-19 03:54:33
5102,Decathlon Pens Brown S,Think put star drive southern such involve just teacher claim college foot property.,Decathlon,Books & Stationery,Pens,45423.1,EUR,25,34067.32,18,2107,2951231684126,DEC-BOO-005102,PROD-93726C9E,Brown,S,Nylon,8.72,6.3,126.6,1.7,1.2,24628,In Stock,Black PLC,Taiwan,6,Books & Stationery|Pens|Decathlon|Brown|Nylon,https://cdn.example.com/products/prod-93726c9e.jpg,2024-11-09 18:21:18,2025-04-23 18:21:18
5103,Apple Cookware Grey 10,Ten ground body investment strategy another floor occur marriage standard own.,Apple,Home & Kitchen,Cookware,62436.17,INR,5,59314.36,5,1276,2098009867173,APP-HOM-005103,PROD-5DA94590,Grey,10,Wool,16.39,126.0,61.6,99.0,4.6,2825,Discontinued,Silva-Smith,USA,0,Home & Kitchen|Cookware|Apple|Grey|Wool,https://cdn.example.com/products/prod-5da94590.jpg,2024-03-27 18:24:30,2024-05-15 18:24:30
5104,Crompton TVs Black XL,Religious specific peace event way TV prevent no foreign house sport rate Democrat total page worker factor fall human daughter better.,Crompton,Electronics,TVs,75891.39,INR,0,75891.39,28,788,3721629672498,CRO-ELE-005104,PROD-70007272,Black,XL,Ceramic,18.83,117.5,42.2,54.8,4.5,7541,Limited Stock,Kelly-Tyler,Germany,18,Electronics|TVs|Crompton|Black|Ceramic,https://cdn.example.com/products/prod-70007272.jpg,2023-03-30 06:17:17,2023-09-09 06:17:17
